created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2024-06-25T16:44:07-03:00,1,,,303,42.06454,,2565.00000,,,,,
2024-06-25T16:44:38-03:00,2,,,268,44.85389,,2564.00000,,,,,
2024-06-25T16:45:09-03:00,3,,,259,46.62241,,2569.00000,,,,,
2024-06-25T16:45:40-03:00,4,,,250,47.68750,,2558.00000,,,,,
2024-06-25T16:46:11-03:00,5,,,244,48.31006,,2559.00000,,,,,
2024-06-25T16:46:42-03:00,6,,,243,48.58015,,2562.00000,,,,,
2024-06-25T16:47:13-03:00,7,,,262,48.70070,,2568.00000,,,,,
2024-06-25T16:48:33-03:00,8,,,380,62.86106,,2561.00000,,,,,
2024-06-25T16:49:04-03:00,9,,,376,68.64729,,2563.00000,,,,,
2024-06-25T16:50:41-03:00,10,,,371,78.05905,,2568.00000,,,,,
2024-06-25T16:51:12-03:00,11,,,376,79.42016,,2561.00000,,,,,
2024-06-25T16:52:16-03:00,12,,,380,81.27566,,2566.00000,,,,,
2024-06-25T16:52:47-03:00,13,,,380,82.08743,,2566.00000,,,,,
2024-06-25T16:53:18-03:00,14,,,381,82.56504,,2578.00000,,,,,
2024-06-25T16:53:49-03:00,15,,,370,81.92569,,2565.00000,,,,,
2024-06-25T16:54:19-03:00,16,,,369,82.16830,,2566.00000,,,,,
2024-06-25T16:54:50-03:00,17,,,368,82.59403,,2565.00000,,,,,
2024-06-25T16:55:21-03:00,18,,,426,83.08690,,2565.00000,,,,,
2024-06-25T16:55:52-03:00,19,,,422,83.57061,,2564.00000,,,,,
2024-06-25T16:56:23-03:00,20,,,414,84.03906,,2567.00000,,,,,
2024-06-25T16:56:54-03:00,21,,,409,84.53651,,2564.00000,,,,,
2024-06-25T16:57:25-03:00,22,,,408,84.98055,,2569.00000,,,,,
2024-06-25T16:57:56-03:00,23,,,407,85.37270,,2582.00000,,,,,
2024-06-25T16:58:27-03:00,24,,,407,85.73281,,2569.00000,,,,,
2024-06-25T16:58:57-03:00,25,,,408,86.07614,,2579.00000,,,,,
2024-06-25T16:59:28-03:00,26,,,408,86.40574,,2573.00000,,,,,
2024-06-25T16:59:59-03:00,27,,,411,86.70176,,2582.00000,,,,,
2024-06-25T17:00:30-03:00,28,,,412,86.99931,,2572.00000,,,,,
2024-06-25T17:01:01-03:00,29,,,414,87.32586,,2570.00000,,,,,
2024-06-25T17:01:32-03:00,30,,,416,87.55322,,2571.00000,,,,,
2024-06-25T17:02:03-03:00,31,,,419,87.83093,,2576.00000,,,,,
2024-06-25T17:02:34-03:00,32,,,420,88.06744,,2577.00000,,,,,
2024-06-25T17:03:06-03:00,33,,,424,88.30549,,2584.00000,,,,,
2024-06-25T17:03:37-03:00,34,,,427,88.51148,,2569.00000,,,,,
2024-06-25T17:04:08-03:00,35,,,429,88.76631,,2569.00000,,,,,
2024-06-25T17:04:39-03:00,36,,,433,88.96162,,2569.00000,,,,,
2024-06-25T17:05:10-03:00,37,,,434,89.16609,,2573.00000,,,,,
2024-06-25T17:05:40-03:00,38,,,436,89.39346,,2582.00000,,,,,
2024-06-25T17:06:12-03:00,39,,,439,89.64065,,2565.00000,,,,,
2024-06-25T17:06:42-03:00,40,,,440,89.85123,,2568.00000,,,,,
2024-06-25T17:07:13-03:00,41,,,441,90.00076,,2569.00000,,,,,
2024-06-25T17:07:44-03:00,42,,,445,90.16251,,2582.00000,,,,,
2024-06-25T17:08:15-03:00,43,,,446,90.34409,,2567.00000,,,,,
2024-06-25T17:08:46-03:00,44,,,449,90.47074,,2569.00000,,,,,
2024-06-25T17:09:17-03:00,45,,,450,90.67673,,2564.00000,,,,,
2024-06-25T17:09:48-03:00,46,,,456,90.80949,,2571.00000,,,,,
2024-06-25T17:10:19-03:00,47,,,459,91.00328,,2568.00000,,,,,
2024-06-25T17:10:49-03:00,48,,,460,91.15587,,2565.00000,,,,,
2024-06-25T17:11:20-03:00,49,,,461,91.30694,,2576.00000,,,,,
2024-06-25T17:11:55-03:00,50,,,461,91.45647,,2574.00000,,,,,
2024-06-25T17:12:27-03:00,51,,,459,91.62127,,2572.00000,,,,,
2024-06-25T17:12:58-03:00,52,,,457,91.76013,,2569.00000,,,,,
2024-06-25T17:13:31-03:00,53,,,456,91.91730,,2562.00000,,,,,
2024-06-25T17:14:02-03:00,54,,,456,92.10193,,2565.00000,,,,,
2024-06-25T17:14:33-03:00,55,,,457,92.23621,,2561.00000,,,,,
2024-06-25T17:15:04-03:00,56,,,456,92.34913,,2565.00000,,,,,
2024-06-25T17:15:35-03:00,57,,,454,92.46967,,2567.00000,,,,,
2024-06-25T17:16:06-03:00,58,,,455,92.59174,,2569.00000,,,,,
2024-06-25T17:16:37-03:00,59,,,458,92.66193,,2567.00000,,,,,
2024-06-25T17:17:08-03:00,60,,,459,91.82727,,2567.00000,,,,,
2024-06-25T17:17:41-03:00,61,,,460,92.02563,,2568.00000,,,,,
2024-06-25T17:18:12-03:00,62,,,462,92.21179,,2567.00000,,,,,
2024-06-25T17:18:43-03:00,63,,,465,92.41932,,2564.00000,,,,,
2024-06-25T17:19:14-03:00,64,,,467,92.54597,,2567.00000,,,,,
2024-06-25T17:19:45-03:00,65,,,471,92.74586,,2566.00000,,,,,
2024-06-25T17:20:16-03:00,66,,,479,92.83589,,2563.00000,,,,,
2024-06-25T17:20:47-03:00,67,,,485,93.00374,,2565.00000,,,,,
2024-06-25T17:21:18-03:00,68,,,487,93.11971,,2575.00000,,,,,
2024-06-25T17:21:49-03:00,69,,,489,93.22194,,2569.00000,,,,,
2024-06-25T17:22:20-03:00,70,,,492,93.33334,,2567.00000,,,,,
2024-06-25T17:22:51-03:00,71,,,495,93.39895,,2567.00000,,,,,
2024-06-25T17:23:21-03:00,72,,,496,93.47372,,2566.00000,,,,,
2024-06-25T17:23:52-03:00,73,,,499,93.58663,,2568.00000,,,,,
2024-06-25T17:24:23-03:00,74,,,499,93.66445,,2583.00000,,,,,
2024-06-25T17:24:54-03:00,75,,,501,93.75449,,2566.00000,,,,,
2024-06-25T17:25:28-03:00,76,,,501,93.81400,,2565.00000,,,,,
2024-06-25T17:25:58-03:00,77,,,502,93.89182,,2572.00000,,,,,
2024-06-25T17:26:29-03:00,78,,,503,93.95895,,2564.00000,,,,,
2024-06-25T17:27:00-03:00,79,,,505,94.02457,,2568.00000,,,,,
2024-06-25T17:27:31-03:00,80,,,505,94.08408,,2566.00000,,,,,
